,sketch_id,game_id,animal,cardinality,trial_num,condition,block,clfScore_animal,clfScore_cardinality
905,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_deer_2_30_number_deer_2_026,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,deer,2,30.0,number,4.0,rabbit,2
906,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_deer_3_25_number_deer_3_098,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,deer,3,25.0,number,4.0,bear,2
907,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_deer_4_4_number_deer_4_054,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,deer,4,4.0,number,1.0,bear,2
908,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_deer_5_8_number_deer_5_050,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,deer,5,8.0,number,1.0,bear,1
909,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_deer_6_16_number_deer_6_090,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,deer,6,16.0,number,2.0,owl,5
910,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_deer_7_12_number_deer_7_094,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,deer,7,12.0,number,2.0,owl,7
911,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_deer_8_20_number_deer_8_098,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,deer,8,20.0,number,3.0,deer,8
912,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_1_5_number_owl_1_037,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,1,5.0,number,1.0,rabbit,1
913,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_2_11_number_owl_2_071,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,2,11.0,number,2.0,owl,2
914,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_3_14_number_owl_3_040,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,3,14.0,number,2.0,rabbit,7
915,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_4_24_number_owl_4_020,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,4,24.0,number,3.0,owl,4
916,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_5_17_number_owl_5_039,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,5,17.0,number,3.0,owl,2
917,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_6_32_number_owl_6_080,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,6,32.0,number,4.0,owl,1
918,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_7_26_number_owl_7_004,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,7,26.0,number,4.0,owl,8
919,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_owl_8_2_number_owl_8_052,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,owl,8,2.0,number,1.0,bear,7
920,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_1_10_number_rabbit_1_016,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,1,10.0,number,2.0,rabbit,1
921,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_2_18_number_rabbit_2_096,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,2,18.0,number,3.0,rabbit,5
922,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_3_21_number_rabbit_3_039,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,3,21.0,number,3.0,rabbit,1
923,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_4_31_number_rabbit_4_095,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,4,31.0,number,4.0,deer,6
924,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_5_27_number_rabbit_5_037,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,5,27.0,number,4.0,bear,1
925,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_6_6_number_rabbit_6_043,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,6,6.0,number,1.0,owl,7
926,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_7_1_number_rabbit_7_010,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,7,1.0,number,1.0,owl,7
927,5314-860f5816-4ee4-46b3-8bb3-58b91c008952_rabbit_8_15_number_rabbit_8_000,5314-860f5816-4ee4-46b3-8bb3-58b91c008952,rabbit,8,15.0,number,2.0,deer,6
928,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_1_19_shape_bear_1_007,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,1,19.0,shape,3.0,deer,3
929,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_2_32_shape_bear_2_068,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,2,32.0,shape,4.0,bear,3
930,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_3_12_shape_bear_3_079,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,3,12.0,shape,2.0,bear,8
931,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_4_3_shape_bear_4_063,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,4,3.0,shape,1.0,deer,7
932,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_5_23_shape_bear_5_008,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,5,23.0,shape,3.0,owl,6
933,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_6_14_shape_bear_6_070,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,6,14.0,shape,2.0,deer,7
934,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_7_6_shape_bear_7_089,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,7,6.0,shape,1.0,deer,7
935,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_bear_8_25_shape_bear_8_031,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,bear,8,25.0,shape,4.0,bear,6
936,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_1_27_shape_deer_1_003,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,1,27.0,shape,4.0,bear,3
937,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_2_2_shape_deer_2_044,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,2,2.0,shape,1.0,deer,4
938,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_3_21_shape_deer_3_033,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,3,21.0,shape,3.0,deer,8
939,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_4_13_shape_deer_4_080,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,4,13.0,shape,2.0,deer,4
940,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_5_29_shape_deer_5_000,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,5,29.0,shape,4.0,deer,3
941,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_6_20_shape_deer_6_015,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,6,20.0,shape,3.0,deer,4
942,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_7_9_shape_deer_7_059,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,7,9.0,shape,2.0,deer,1
943,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_deer_8_5_shape_deer_8_022,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,deer,8,5.0,shape,1.0,deer,7
944,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_1_8_shape_owl_1_058,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,1,8.0,shape,1.0,owl,2
945,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_2_15_shape_owl_2_009,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,2,15.0,shape,2.0,rabbit,7
946,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_3_31_shape_owl_3_068,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,3,31.0,shape,4.0,owl,8
947,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_4_17_shape_owl_4_004,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,4,17.0,shape,3.0,owl,1
948,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_5_1_shape_owl_5_035,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,5,1.0,shape,1.0,rabbit,3
949,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_6_28_shape_owl_6_090,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,6,28.0,shape,4.0,owl,2
950,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_7_24_shape_owl_7_017,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,7,24.0,shape,3.0,rabbit,3
951,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_owl_8_10_shape_owl_8_067,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,owl,8,10.0,shape,2.0,deer,2
952,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_1_16_shape_rabbit_1_037,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,1,16.0,shape,2.0,rabbit,4
953,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_2_22_shape_rabbit_2_035,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,2,22.0,shape,3.0,rabbit,3
954,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_3_7_shape_rabbit_3_016,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,3,7.0,shape,1.0,rabbit,6
955,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_4_30_shape_rabbit_4_085,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,4,30.0,shape,4.0,rabbit,2
956,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_5_11_shape_rabbit_5_011,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,5,11.0,shape,2.0,deer,3
957,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_6_4_shape_rabbit_6_059,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,6,4.0,shape,1.0,bear,6
958,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_7_26_shape_rabbit_7_074,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,7,26.0,shape,4.0,rabbit,5
959,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61_rabbit_8_18_shape_rabbit_8_092,5480-6ef3f063-2a30-4b2f-bdc0-71cd39514e61,rabbit,8,18.0,shape,3.0,rabbit,5
960,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_1_22_shape_bear_1_051,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,1,22.0,shape,3.0,bear,5
961,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_2_7_shape_bear_2_012,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,2,7.0,shape,1.0,bear,6
962,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_3_26_shape_bear_3_093,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,3,26.0,shape,4.0,bear,7
963,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_4_12_shape_bear_4_038,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,4,12.0,shape,2.0,bear,1
964,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_5_32_shape_bear_5_021,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,5,32.0,shape,4.0,bear,5
965,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_6_14_shape_bear_6_021,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,6,14.0,shape,2.0,bear,6
966,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_7_20_shape_bear_7_024,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,7,20.0,shape,3.0,bear,6
967,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_bear_8_3_shape_bear_8_012,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,bear,8,3.0,shape,1.0,bear,3
968,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_1_25_shape_deer_1_088,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,1,25.0,shape,4.0,deer,7
969,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_2_24_shape_deer_2_039,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,2,24.0,shape,3.0,deer,6
970,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_3_9_shape_deer_3_009,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,3,9.0,shape,2.0,deer,4
971,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_4_4_shape_deer_4_090,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,4,4.0,shape,1.0,deer,3
972,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_5_15_shape_deer_5_025,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,5,15.0,shape,2.0,deer,7
973,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_6_6_shape_deer_6_000,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,6,6.0,shape,1.0,deer,7
974,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_7_29_shape_deer_7_079,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,7,29.0,shape,4.0,deer,6
975,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_deer_8_17_shape_deer_8_034,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,deer,8,17.0,shape,3.0,deer,4
976,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_1_13_shape_owl_1_018,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,1,13.0,shape,2.0,owl,4
977,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_2_30_shape_owl_2_044,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,2,30.0,shape,4.0,owl,8
978,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_3_5_shape_owl_3_016,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,3,5.0,shape,1.0,owl,6
979,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_4_23_shape_owl_4_027,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,4,23.0,shape,3.0,owl,5
980,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_5_1_shape_owl_5_081,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,5,1.0,shape,1.0,bear,7
981,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_6_19_shape_owl_6_047,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,6,19.0,shape,3.0,owl,5
982,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_7_11_shape_owl_7_005,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,7,11.0,shape,2.0,deer,6
983,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_owl_8_28_shape_owl_8_067,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,owl,8,28.0,shape,4.0,owl,1
984,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_1_8_shape_rabbit_1_004,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,1,8.0,shape,1.0,rabbit,4
985,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_2_16_shape_rabbit_2_077,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,2,16.0,shape,2.0,rabbit,2
986,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_3_21_shape_rabbit_3_042,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,3,21.0,shape,3.0,rabbit,5
987,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_4_27_shape_rabbit_4_091,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,4,27.0,shape,4.0,rabbit,5
988,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_5_18_shape_rabbit_5_088,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,5,18.0,shape,3.0,rabbit,2
989,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_6_31_shape_rabbit_6_022,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,6,31.0,shape,4.0,rabbit,7
990,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_7_2_shape_rabbit_7_065,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,7,2.0,shape,1.0,deer,5
991,5506-e5927b09-479f-41b7-a302-97941f3f4dc1_rabbit_8_10_shape_rabbit_8_040,5506-e5927b09-479f-41b7-a302-97941f3f4dc1,rabbit,8,10.0,shape,2.0,rabbit,3
992,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_1_25_number_bear_1_099,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,1,25.0,number,4.0,owl,1
993,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_2_8_number_bear_2_023,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,2,8.0,number,1.0,rabbit,1
994,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_3_3_number_bear_3_078,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,3,3.0,number,1.0,rabbit,1
995,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_4_30_number_bear_4_000,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,4,30.0,number,4.0,bear,3
996,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_5_11_number_bear_5_030,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,5,11.0,number,2.0,deer,7
997,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_6_22_number_bear_6_051,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,6,22.0,number,3.0,bear,3
998,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_7_20_number_bear_7_036,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,7,20.0,number,3.0,deer,1
999,5758-dbed9675-da5b-45fc-b315-975dec4b654a_bear_8_15_number_bear_8_055,5758-dbed9675-da5b-45fc-b315-975dec4b654a,bear,8,15.0,number,2.0,bear,3
1000,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_1_24_number_deer_1_077,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,1,24.0,number,3.0,deer,1
1001,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_2_32_number_deer_2_069,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,2,32.0,number,4.0,rabbit,1
1002,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_3_28_number_deer_3_031,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,3,28.0,number,4.0,bear,1
1003,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_4_17_number_deer_4_041,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,4,17.0,number,3.0,rabbit,6
1004,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_5_7_number_deer_5_007,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,5,7.0,number,1.0,bear,1
1005,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_6_12_number_deer_6_031,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,6,12.0,number,2.0,bear,1
1006,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_7_14_number_deer_7_058,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,7,14.0,number,2.0,bear,3
1007,5758-dbed9675-da5b-45fc-b315-975dec4b654a_deer_8_2_number_deer_8_051,5758-dbed9675-da5b-45fc-b315-975dec4b654a,deer,8,2.0,number,1.0,bear,1
1008,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_1_6_number_owl_1_041,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,1,6.0,number,1.0,deer,1
1009,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_2_13_number_owl_2_018,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,2,13.0,number,2.0,rabbit,1
1010,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_3_10_number_owl_3_090,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,3,10.0,number,2.0,deer,6
1011,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_4_1_number_owl_4_060,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,4,1.0,number,1.0,rabbit,1
1012,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_5_18_number_owl_5_046,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,5,18.0,number,3.0,bear,4
1013,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_6_29_number_owl_6_024,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,6,29.0,number,4.0,bear,7
1014,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_7_26_number_owl_7_078,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,7,26.0,number,4.0,deer,2
1015,5758-dbed9675-da5b-45fc-b315-975dec4b654a_owl_8_23_number_owl_8_057,5758-dbed9675-da5b-45fc-b315-975dec4b654a,owl,8,23.0,number,3.0,deer,4
1016,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_1_9_number_rabbit_1_075,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,1,9.0,number,2.0,deer,1
1017,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_2_19_number_rabbit_2_017,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,2,19.0,number,3.0,rabbit,1
1018,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_3_21_number_rabbit_3_047,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,3,21.0,number,3.0,rabbit,1
1019,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_4_16_number_rabbit_4_088,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,4,16.0,number,2.0,bear,1
1020,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_5_31_number_rabbit_5_058,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,5,31.0,number,4.0,bear,3
1021,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_6_5_number_rabbit_6_008,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,6,5.0,number,1.0,owl,4
1022,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_7_4_number_rabbit_7_081,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,7,4.0,number,1.0,owl,1
1023,5758-dbed9675-da5b-45fc-b315-975dec4b654a_rabbit_8_27_number_rabbit_8_060,5758-dbed9675-da5b-45fc-b315-975dec4b654a,rabbit,8,27.0,number,4.0,rabbit,1
1024,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_1_22_number_bear_1_019,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,1,22.0,number,3.0,deer,2
1025,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_2_28_number_bear_2_051,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,2,28.0,number,4.0,owl,2
1026,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_3_1_number_bear_3_005,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,3,1.0,number,1.0,owl,2
1027,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_4_8_number_bear_4_019,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,4,8.0,number,1.0,owl,4
1028,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_5_15_number_bear_5_013,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,5,15.0,number,2.0,rabbit,7
1029,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_6_18_number_bear_6_006,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,6,18.0,number,3.0,deer,7
1030,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_7_11_number_bear_7_010,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,7,11.0,number,2.0,rabbit,6
1031,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_bear_8_31_number_bear_8_087,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,bear,8,31.0,number,4.0,rabbit,6
1032,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_1_6_number_deer_1_020,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,1,6.0,number,1.0,bear,2
1033,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_2_12_number_deer_2_078,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,2,12.0,number,2.0,owl,1
1034,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_3_24_number_deer_3_005,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,3,24.0,number,3.0,deer,6
1035,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_4_17_number_deer_4_098,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,4,17.0,number,3.0,deer,7
1036,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_5_25_number_deer_5_039,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,5,25.0,number,4.0,rabbit,7
1037,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_6_4_number_deer_6_048,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,6,4.0,number,1.0,rabbit,4
1038,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_7_32_number_deer_7_054,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,7,32.0,number,4.0,bear,6
1039,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_deer_8_14_number_deer_8_084,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,deer,8,14.0,number,2.0,owl,7
1040,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_owl_1_26_number_owl_1_078,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,owl,1,26.0,number,4.0,owl,2
1041,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_owl_2_5_number_owl_2_023,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,owl,2,5.0,number,1.0,owl,2
1042,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5_owl_3_16_number_owl_3_075,5810-5d5dde58-ea14-4f25-8960-5801f5a24ba5,owl,3,16.0,number,2.0,bear,3
